,name,gender,follower_count,voteup_count,comment_count,url,content
0,militant,-1,7472,1471,83,https://www.zhihu.com/api/v4/answers/1304548572,"<p>看到这个问题，我给我自己以前的观点抓个虫</p><p>事实上一个任何意义上支持资本主义生产关系的人，都是不可能反对集体主义（因为集体主义首先是资本主义工作伦理的核心），同时<b>集体主义</b>和所谓的“<b>个人主义</b>”都是资本主义伦理的一体结果，只不过以伦理作用来说<b>集体主义作用于生产和再生产，而个人主义作用于消费模式</b></p><p>我们应该放弃法国社会主义者那种空虚的道德呼喊：<i>认为某种深层次隐藏的情感共情串联了无产阶级和社会主义道德。</i>从而将集体主义视为是一种虚幻的社会总认同或者是道德集合物的总觉醒，因为这本质上就是为了虚构共同体的行为，而这最终就是某种“中心化”的共和“道德”性的改良主义。</p><p>集体主义就算在马克思或者恩格斯——某种意义上将集体主义和社会主义联系起来的核心人物，看来，一样是工厂伦理的结晶（工人们被迫集中协调工作来提高生产效率的结果），恩格斯就曾公开的陈述过“<b><i>集体主义作为工厂生产物价无产阶级的新工作伦理模式，对未来的无产阶级大联合是有着一定积极意义的</i></b>”。恩格斯和马克思尽管宣扬集体主义，但是从没有避讳过集体主义的来源和他作为社会实在的本质—<b>资本主义工作道德</b>，反而是将集体主义和个人主义对立的神话中寻找<b>社会主义神圣性</b>的人是对马克思的误解。</p><p>集体主义在我们现实随处可见的是作为专制生产方式的结果，他在公司里，在工厂里，在办公室里本身就广泛的存在，作为这个资本主义社会生产方式的基石。我们应该勇于承认，对于自由市场支持者们也一样应该承认，<b>集体主义生产恰恰是资本主义伦理的基石，而个人主义作为一种新的消费文化和再生产模式恰恰是建立在这之上的。</b></p><p>民族主义只不过在这点上是这种集体主义的进一步宏观化的模式而已，黑格尔就嘲讽过卢梭的社会契约和共和精神的有机自由模式，从中引发的“博爱”（兄弟之爱，有机之爱）爱共同体的共和道德只能走向国家康德主义神教的<b>社会谎言</b>和<b>社会压迫</b>之中。</p><hr/><p>对于马克思和恩格斯对集体主义道德的某种积极观点，我们完全不需要回到共和共同体道德的“博爱”神秘论之中，而正相反我们应该公开的讨论其<b>作为事件属性的马克思和恩格斯的认知</b>，从而避免将其神秘化，神话化。</p><p>回到巴迪欧对于“事件”的阐述中，我们完全可以把集体主义作为资本主义生产道德诞生在资本主义工厂生产关系之中视为是一场“事件”，而对于事件永远都有着承认事件发生，且忠于事件逻辑并承担事件后果的“<b>忠实主体</b>”，承认事件发生，但是不敢承认事件背后的逻辑并无视事件的后果的<b>反动主体</b>，还有干脆就不承认事件发生的<b>矇昧主体</b></p><p>在这点上承认了是工厂生产关系这种新资本主义剥削物价要素对工人的改造，才从而诞生集体主义工作伦理的恩格斯和马克思是站在了忠实主体一方。而且正和他们的理论所契合，不是因为某种神秘的过往或者超人类的追溯，恰恰是在旧时代无法产生的，新时代的<b>剥削，压迫和改造</b>催生了革命的无产阶级，在剥削之中无产阶级忠于自己的<b>阶级逻辑</b>从而推翻一切新时代的压迫，走向解放，集体主义也包含其中。从这个角度上来说，马克思和恩格斯恰恰是将新的无产阶级的解放的信心放在了新时代伴随着无产阶级诞生的要素之中，而没有回到反动的旧时代沉思。</p><p>而将集体主义神秘化成某种道德因素的法国社会主义者和他们的追随者们，反而在这里扮演了反动主体，他们无法承认无产阶级的集体主义是来自新时代的压迫关系道德，从而鼓动一种<b>从旧时代来，到旧时代去的保守主义，最终背叛了无产阶级的诞生这一事件本身。</b></p><hr/><p class=""ztext-empty-paragraph""><br/></p><p>最后这里稍微推一下这篇文章，从宝冢的戏剧出发讲述了“事件”的逻辑，我个人感觉写的比较易懂</p><p><a href=""https://zhuanlan.zhihu.com/p/148749346"" class=""internal""><span class=""invisible"">https://</span><span class=""visible"">zhuanlan.zhihu.com/p/14</span><span class=""invisible"">8749346</span><span class=""ellipsis""></span></a></p>"
1,知乎用户,1,13455,1510,172,https://www.zhihu.com/api/v4/answers/828801740,<p>自由主义原本也是共产主义者的重要诉求之一。</p><p>而且我们追求的是基于人的自由，而不是资本自由、剥削自由这种建立在他人不自由基础上的“自由”。</p>
2,鱼昆,1,125735,397,45,https://www.zhihu.com/api/v4/answers/1330810807,<p>一种长期拒绝讨论“在自己的体系里，谁来做代价”这种问题的思潮，永远不可能真正站到台面上，而只有给其它利益集团当狗，被用来撕咬其敌对者的份。</p><p>（啊我发现我又成功地黑了后现代[滑稽]）</p><p>既然是给人当狗了，那支持什么，反对什么就都是看背后的人的意愿。</p><p>所以“中国特色的自由主义者”就算支持实质性的法西斯都没什么值得奇怪的。</p><hr/><p>题外话：区分一个人是“正常的自由主义者”还是“中国特色目田壬”的一个简单方法就是和他讨论，在他的体系里，哪些人会成为代价，而他又为什么认为这样做的代价更小。</p>
3,何楚之,1,30815,7964,2,https://www.zhihu.com/api/v4/answers/1324227697,<p>在马克思写下《共产党宣言》的一百年前，伏尔泰就曾说过：“启蒙者没有祖国。”</p><p>题主在简介中认为“民族主义是虚幻的共同体，那全人类更是一个虚幻的共同体”，这句话说明题主没有理解国际主义与民族主义的关系，如果说民族主义是以民族或国家作为群体的边界的话，那么国际主义不是更大范围的民族主义，而是民族主义的反面——拒绝将国家或民族作为人与人之间的壁垒，相信一个中国人和美国人在本质上没有什么不同。国际主义的基本预设是，无论你是哪国人，你首先是一个人，所以你就有作为应该拥有的权利，而不会因你的国籍而受到贬损。因为国际主义在本质上只是自由主义的个人本位在国际领域的延伸：将一个中国人，还原成人。</p><p>自由主义者反对集体主义或民族主义主要是基于两个方面的理由：第一，他们以国家或民族划定了群体的边界，对将群体外的人视为他者，并进而营造出“非我族类，其心必异”“帝国主义亡我之心不死”的仇恨叙事；第二，他们在内部提炼出抽象的“公共意志”，并以“公共利益”的名义要求某一个个体遵守他的意志。</p><p>我们先来举一个跟我们生活更贴切的例子：班集体的荣誉。我不知道有多少人在上学时被老师、学生干部以班集体的荣誉为名要求你去完成某事，但是我想最终所获得的“优秀班集体”的称号与你并无什么关系。本尼迪克特·安德森的《想象的共同体》已经充分说明了民族的形成来自于建构，实际上任何一个先验的、非经选择的共同体均是如此，比如老乡会、校友会。</p><p>放大到民族主义中，当代的人类学家大多同意，族群的建立与维持离不开对他者的塑造，比如中国古代通过对游牧民族“不知君父”形象的塑造，来强化自身“礼仪之邦”的形象，在这种对他者的塑造中，一种基于敌视的的叙事被建构起来，法西斯的种种恶行有多少是以“德意志民族”“雅利安人种”的名义去实施的呢？而国际主义所反对的，正是以国家为边界，竖起仇恨的壁垒。</p><p>换句话说，在集体主义的叙事中，你的身份是被预先设定的，你是一个河南人、女性、毕业于郑州二中，这些身份很多是你无法选择的，而当这些身份被预设时，你个人就不存在了，“你们河南人真的偷井盖么？我不是说你啊。”而这正是刻板印象的根源，因为作为个体的你，被作为河南人的你掩盖了。</p><p>如果说地域歧视只是一种刻板印象的话，那么性别歧视则进一步带有社会塑造的作用，波伏娃在《第二性》中所说的“女性是被建构出来的”是性别平等主义的起点（基于众所周知的原因，我不得不避免使用“女权主义”这个词），他所主张的不是消除一切男女间的差异，更不是让女性压倒男性，而是反对因性别而产生的社会范式，即“男性应当如何”“女性应当如何”，他所追求的社会不是女性必须成为事业强人，而是让女性拥有选择的权利。</p><p>所以在本质上，自由主义是个人本位的，它意味着你所有先验的身份被取消，而完全的被还原为你个人，正是因为对一个人的认识需要通过他自身的行为来判断，所以附着在他身上的标签以及背后的刻板印象也就不存在——你首先是个有趣的人、善良的人，然后才是一个河南人、女人。</p><p>从这个角度而言，国际主义只是自由主义在国际关系层面的延伸，他同样会延伸到地域、性别、民族等等领域，如果一个人是自由主义者，那他就应该是一个绝对的自由主义者，如果他是一个性别平等主义者，那他就一定是一个种族平等主义者，既然男人和女人在社会领域没有本质差异，那白人与黑人也没有，如果一个人在反对歧视亚裔的同时自身还在歧视黑人，那他并非一个自由主义者，而是一个种族主义者，他所追求的并非自由（liberty），而是特权（privilege）。对于地域平等、性别平等、种族平等的坚持源于一个自由主义的基本原则：人人生而平等。而所有这些都最终回到同一个信条中：尊重每一个个体，反对任何形式的歧视与仇恨。</p><p>然而更进一步的问题是，自由主义与国家真的无法调和么？恐怕任何一个自由主义者都不会幻象一个“人类自由联邦”，自由主义的未来必然是要在国家的场域内实践的，所以从哈贝马斯开始，政治学界就在探索自由主义与国家结合的可能，哈贝马斯称之为“宪政爱国主义”，此外还有“共和爱国主义”“自由民族主义”的说法，但是他们的观点大同小异，其核心在于：将共同体意识建立在对于共同自由的热爱中，而非每民族的文化、传统、历史、语言，如果说民族主义反对的是侵略者与敌国，那么自由民族主义反对的就是暴君与专制，如果说民族主义强调的是忠诚，那么自由民族主义强调的就是同情，自由民族主义唤起这些热情的目的在于捍卫自由而非煽动排外和侵略的力量，它并不试图让人们放弃自己中国人的身份成为一名世界公民，而是要求他们成为捍卫、促进共和国精神的中国公民。</p><p>在支持者看来，相比于普世性的自由主义，自由民族主义通过共同的文化纽带更能够唤起公民对自由的热情，相比于民族主义，自由民族主义用宽容代替了仇恨，换句话说，一种更强调公民权而非血统和文化的民族主义。当然，这些学说仍然停留在理论层面，如何协调二者的关系，以至于保持自由主义的基本面貌都是这一理论需要解决的问题，至少对于近日的自由主义者而言，他们首先应该考虑的是怎么和左派联合起来不被民族主义吞噬。</p>
4,渡鸦方案,-1,133,959,59,https://www.zhihu.com/api/v4/answers/1490309303,"<p>他们支持的是这个吧</p><figure data-size=""normal""><noscript><img src=""https://pica.zhimg.com/50/v2-c96712712e1142c35c7e21526bf31f1f_720w.jpg?source=1940ef5c"" data-rawwidth=""1080"" data-rawheight=""2340"" data-size=""normal"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-debd2e125f7178dd4046df2c957ccf48_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb"" width=""1080"" data-original=""https://pic3.zhimg.com/v2-c96712712e1142c35c7e21526bf31f1f_r.jpg?source=1940ef5c""/></noscript><img src=""data:image/svg+xml;utf8,&lt;svg xmlns=&#39;http://www.w3.org/2000/svg&#39; width=&#39;1080&#39; height=&#39;2340&#39;&gt;&lt;/svg&gt;"" data-rawwidth=""1080"" data-rawheight=""2340"" data-size=""normal"" data-default-watermark-src=""https://pic1.zhimg.com/50/v2-debd2e125f7178dd4046df2c957ccf48_720w.jpg?source=1940ef5c"" class=""origin_image zh-lightbox-thumb lazy"" width=""1080"" data-original=""https://pic3.zhimg.com/v2-c96712712e1142c35c7e21526bf31f1f_r.jpg?source=1940ef5c"" data-actualsrc=""https://pica.zhimg.com/50/v2-c96712712e1142c35c7e21526bf31f1f_720w.jpg?source=1940ef5c""/></figure><p></p>"
5,刘星驰,1,42324,2496,396,https://www.zhihu.com/api/v4/answers/1283503598,<p>显然是术语混淆。有如题混淆的人应该是既没跟国际主义者好好聊过，也不知道国际主义究竟在讲什么。提问中各种竟然有『白左』『特朗普』的标签，让人十分疑惑题主究竟要问什么。</p><p>竟然还有人说国际主义是卖国贼的遮羞布？！众所周知民族主义才是卖国贼的遮羞布。一个国家，究竟什么东西是归我们无产者的？暴力机器？资本？还是话语权？我们如何卖掉一个不属于我们的东西？只听说过买办统治者卖国的，从来没听说过煤矿工人或者公司白领下班买菜，顺道卖个国的。不管李二先生是不是汉奸，李二先生合肥老家的长工肯定不是汉奸啊！</p><p>觉得革命者在卖国的，是站在旧制度一边的。清政府觉得邹容在卖国，黄克强在通敌，孙逸仙在谋反；国民政府觉得周翔宇邓小平陈毅聂荣臻这些人拿了蔡元培和李石曾的钱出国，不好好学习数理化回来报效党国，却搞什么共产主义。『邹逆』写《革命军》，成了正儿八经的国师。周恩来同志、邓小平同志成了正儿八经的国父。你说『反贼』两个字到底是侮辱还是勋章？当年的卖国贼今天变成了爱国者，历史将还革命者清白。</p><p>国际主义或者叫做internationalisme，是一系列很复杂的意识形态的总称，其中的一些和另一些甚至是相互敌对的。其中最重要的组成部分当然是无产阶级国际主义，也就是支援别国无产阶级运动和武装暴力革命，消灭民族和国家，最终实现全世界无产阶级大联合的英特纳雄耐尔。这种意识形态当然是反民族主义的，从字面上就知道它当然是反民族主义的——inter-nationalisme嘛，就是说要超越狭隘的民族，实现不同民族间的团结。</p><p>这种国际主义并不反感集体主义，而是集体主义的一种升华和提炼。要理解集体主义的主要合法性来源，即『公共意志』，需要初步了解社会契约论，即公民个体让渡自己的权利给集体，让集体帮助自己实现自己的权利。马克思对于社约论和公意说是扬弃的而不是简单否定的。国际工人联合会，也就是第一国际，就是由马克思创立、马克思实际领导的国际主义团体。恩格斯在社会主义国际也就是第二国际中做了很多工作。第三国际也就是共产国际是季诺维也夫同志和布哈林同志搞的，主要诉求就是驳斥修正主义，坚持暴力革命。我土共曾经受到共产国际巨大的影响。第四国际是托洛茨基同志和斯大林同志决裂的产物，宣扬继续革命和跨民族跨国别团结。</p><p>国际主义者强调基层民主和工人委员会，在精神实质上是和卢梭公意说一脉相承的，当然是集体主义的。当一部分被腐化了的革命者变成独裁者的时候，他们往往把个人的诉求伪装成整个队伍的诉求，解散工人委员会，迫害工人代表，搞一人负责制。你不能说罗莎·卢森堡同志反感伊里奇同志搞独裁就是反集体主义。而且从直觉上来看，共产党人反对集体主义，有这种想法的人肯定是搞错了。</p><p>集体主义者反民族主义这是很正常的。因为我们无产者的民族情感和野心家用花言巧语包装出来的狗屁截然不同。拿破仑三世政府大声疾呼：民族！生命！牢不可破的法兰西！哄骗年轻人为了自己的野心和利益去送死。结果普鲁士人打过来，反倒投降最快。而巴黎的无产者们不放这些屁，绝不和你们这些自称民族主义者的骗子一起投降，自发组成自卫军保卫故土和家园。5月23号到5月28号，唱着马赛曲的人血腥屠杀唱着国际歌的人，史称『血腥一周』。而公社社员们一直坚持到巷战，坚持到拉雪兹神父公墓，社员墙前面，战斗至最后一滴血。唱马赛曲的政府军声称『法兰西来解放巴黎的居民了。』笑话，从谁手里『解放』？从巴黎居民自己手里解放他们吗？公社社员就是巴黎居民！卖国的政府军应该为整场针对和平居民以及国民自卫队的大屠杀负责！声称代表法兰西的拿破仑三世政府自己打不赢普鲁士，资产阶级国防政府又没本事把普鲁士军队挡在国境线之外，我巴黎人民要建立社会主义自治政府，这有什么不合法的？这些『民族主义者』外战外行内战内行，搞普鲁士人不行，搞自己人倒是毫不心慈手软。我们唱国际歌，但我们保卫故土家园。你们唱马赛曲，但你们却卖国。你们卖完国，还要倒打一耙说我们是贼？</p><p>梯也尔下令自卫队解除武装，自卫队自然是不会听的。梯也尔要自己手里的兵去强制解除自卫队的武装，没想到底层士兵竟然是能够分清是非黑白的！哈哈哈。『我们的子弹要射向自己的将军！』虽然巴黎公社完蛋了，但是你们无法杀死一种思想。国际歌高唱的地方，马赛曲黯然失色；当你们打着民族的幌子背叛人民时，时时刻刻要担心那些有着朴素情感的战士们调转枪口造你们的反。</p><p>而反集体主义的那种自由主义者（liberaux）支持的那种跨政府合作和上文讲的无产阶级国际主义完全不一样。自由主义者的主要诉求是小政府、自由放任、消除贸易壁垒、实现资本和劳动力的自由流动。他们丝毫不希望继续革命、也对无产阶级大团结不感兴趣，而是希望通过种种手段推迟世界革命的到来。自由主义者认为，只有广泛的合作和深刻的共同利益才能够带来长久的安全，所以要搞欧元区、欧盟宪法。</p><p>自由主义者反集体主义的逻辑链条也并非认为国家和民族是『想象中的共同体』，而是反对集体主义的合法性来源以及精神实质——社约论和公共意志论。以赛亚·伯林说卢梭是『自由的敌人』，是因为他压根不认同共和主义者讲的那种积极自由——柏林认为只有免于压迫和迫害的消极自由是自由，而实现人生价值的积极自由是编出来的瞎话。自由主义者要实现的社会是一群原子化的自由个体的松散联合，而不是荣辱与共相互帮助的『集体』。自由主义者的法哲学是效率至上的边沁主义花招，是一堆权宜之计，而不是要实现公共的诉求、人性的正义。这才是二者的核心分歧。</p>
6,曹哲,1,136462,12931,1218,https://www.zhihu.com/api/v4/answers/1331184526,"<p>自由主义者并不反对<b>真正</b>的集体主义。</p><p>只是有些神奇地方的集体主义蛮奇怪的。</p><p>上学时，你会被要求牺牲课余时间甚至上课时间参加各种无意义的诗朗诵、歌咏比赛、运动会出观众，被组织者呼来喝去甚至高声喝骂。<b>导员告诉你，忍一忍吧，这是为了集体，我们学院要蝉联活动优秀奖。</b></p><p><b>可是集体啊，学院中几乎所有普通同学都不想参加这些扯淡的活动。</b></p><p class=""ztext-empty-paragraph""><br/></p><p>工作了，你又要996连轴转冲KPI，牺牲为数不多的休息时间搞「团建」，抑或在公司遭到了不公正待遇。<b>老板告诉你，忍一忍吧，这是为了集体，我们公司要冲击世界五百强。</b></p><p><b>可是集体啊，公司里几乎所有普通员工都宁可躺在家里好好睡一觉。</b></p><p class=""ztext-empty-paragraph""><br/></p><p>走到社会上，你作为「集体的一员」被要求这，被要求那。</p><p><b>你要忍耐，你要闭嘴，你要服从，你要低头，你要「顾全大局」，你要「注意影响」。</b></p><p>为了集体。</p><p><b>为了集体？</b></p><p><b>我去你X的集体！</b></p><p class=""ztext-empty-paragraph""><br/></p><p>这是什么狗屁集体主义？</p><p>这只是上位者的特权主义罢了。</p><p>反对这种画个圈把你圈里头就要求你听话的所谓「集体主义」需要什么理由么？</p><p>只有反对这种「集体」，才能让真正的集体表达出自己的意愿，获得应有的权益。</p><p class=""ztext-empty-paragraph""><br/></p><p>「集体」从来就不该是傲慢的上位者拿来驭下的皮鞭，更不该是那媚上的伥鬼用以打压同侪的刀枪。</p><p>个人的自由寓居于所有人的自由之中，而集体的自由，也只能以每个个体的自由作为基础，这就是我，一个自由主义者对集体的认识。</p><p>当这个「集体」是全人类的话，你就可以认为我们支持国际主义咯，但本质上这还是对每一个个体的尊重和期许。</p>"
7,申鹏,1,1693667,2818,167,https://www.zhihu.com/api/v4/answers/1331517329,"<p>自由主义是好东西，但不能双标，不能只有你的自由，没有我的自由。</p><p>集体主义也是好东西，但不能双标，不能我们大多数搞集体主义，养活你少数人的自由主义。</p><p>国际主义也是好东西，但不能双标，不能我们发展中国家忍饥挨饿，养活你们发达国家的国际资本。</p><p>社会主义并不反对“自由”，自由是共产主义的实现目标之一，在生产力极大发展的时候，人类可以做到按需分配、按需劳动，人们劳动不再是为了生存裹腹，不再是为了积累财富，而是为了自我实现，比如共产主义下的你喜欢挑大粪，你就能挑大粪，谁也拦不住你，那就叫真“自由”。</p><p>在人类当前以至于很长一段时间内，我们都需要集体主义，特别是在社会化大生产的今天，没有人既会挑粪、又会种菜、又会发电、又会挖煤、又会打枪、还会造车造船造飞机……你的一切生存资料、生产工具都需要别人为你服务、为你付出。你又不是真空中的球形鸡，能够飘飘乎遗世独立，羽化而登仙。</p><p>就算我们要反抗资本主义，反抗帝国主义的压迫，也不能靠一个人两个人的力量，没有人是超级英雄，我们得靠有组织、有纪律、有共识的无产阶级的力量。马克思说过，资本主义的生产方式，造就了有组织有战斗力的无产阶级，生产线上的工人，特别能战斗，特别能生产，才是这个力量之源。</p><p>过去有一首歌，叫做《团结就是力量》，讲的就是这个道理，怎么打败法西斯？就是要靠团结的力量，集体的力量嘛！</p><p>集体主义从来不是“自由”的对立面，当年延安军民没有自由吗？人家自由的很，有一份力出一份力，各有各的工作，各有各的人生价值，人家的气氛叫做“严肃、活泼、紧张、团结”。秧歌照扭，大生产照干，白狗子照打……蒋匪那里，才没有自由。</p><p>骂“集体主义”的，往往都是占着当今中国“集体主义”的便宜，享受着整个社会对他的服务，却又想要不负责任，摆脱自身义务的“精致的利己主义者”。</p><p>比如说这次疫情下，如果没有集体主义，我们不能严格执行基层组织管理，不能有大量的医护人员共产党员不计得失冲在一线，那么我们的抗疫可能不会做得这么出色。许多人享受着这一切生存保障，却又觉得这一切限制了他的发展，这就是标准的脑臀分离。</p><p>在鼓吹“自由”的美帝，人人自私，人人“自由”，政府无法组织动员，政客发国难财，只顾大选，年轻人盼着“婴儿潮”一代的老人赶快去死，资本家盼着工人赶快复工，黑人打砸抢“零元购”，红脖子持枪冲进议会，要求“解封”……现在美国确诊感染人数300万，每天确诊七万多，累计死亡十几万人，你觉得这是谁的自由？</p><p>在当前情况下，许多鼓吹“国际主义”的“自由主义者”，往往都是对西方发达国家的“国际主义”，对帝国主义讲“国际主义”，却要把亚非拉广大人民开除球籍。</p><p>等到帝国主义转向保守、逆全球化了，他们又跳出来大骂第三世界和发展中国家，说你们为什么要反对“国际主义”？为什么要反“自由贸易”？为什么不肯乖乖躺下被剥削？却丝毫不问前因后果。</p><p>他们对最广大的底层人民，世界上落后地区的人民全无阶级感情，却要对国际金融资本大吹特吹，把第三世界人民自己奋斗出来的成果，在世界资本主义体制残酷剥削下积累的文明火苗，说成是欧美发达国家良心发现的施舍……以此为依据，证明搞“全球化”美帝国主义，才是“国际主义”。</p><p>人类是群居动物，最初的原始部落，一个最强壮的原始人，也没有办法一个人养活自己，他去打猎，总得有人替他照看洞穴、烧烤猎物、修理工具、抚养幼崽。人类也是有自由意志的，就算是部落中最弱鸡的一个原始人，他也可以仰望星空。</p><p>在原始共产主义部落，因为没有雇佣关系，部落长老虽然有领导权，但并没有权力支配每个人的人生。在人少资源少、平均分配的公有制时代，也不存在财富增值的概念。</p><p>根据古人类学家研究，当时的人类不需要过多的劳动，更不存在强迫劳动，在那个时候，劳动甚至是一种享受，是一种地位，可以带来精神上的愉悦。</p><p>我觉得，等到生产力极大发展的时候，真正的集体和自由，都会出现。</p><p>当下？还是抱团取暖，生存第一。</p><p>当下集体主义更重要，你要靠集体养活自己，靠集体实现自己，靠集体对抗灾难，靠集体反抗压迫，靠集体争取14亿同胞的生存发展权。</p><a data-draft-node=""block"" data-draft-type=""link-card"" href=""https://zhuanlan.zhihu.com/p/148590317"" data-size=""normal"" class=""internal""><span class=""invisible"">https://</span><span class=""visible"">zhuanlan.zhihu.com/p/14</span><span class=""invisible"">8590317</span><span class=""ellipsis""></span></a><p></p>"
8,prolet,-1,77,425,24,https://www.zhihu.com/api/v4/answers/816031955,<p>自由派的国际主义？怕是全世界资本家联合起来的世界主义吧？</p><p>如果买办都能算是国际主义者，那么 蒋公是不是“伟大的国际主义战士”</p>
9,蒋梦珊,0,95667,880,82,https://www.zhihu.com/api/v4/answers/1307557482,<p>自由，是个好词儿。毕竟马克思就说过“每个人的自由发展是一切人的自由发展的条件。”恩格斯也强调社会主义制度将“给所有的人提供真正的充分的自由”，在这个社会里，人将“成为自己本身的主人——自由的人”。</p><p>而为了“自由与独立”，不知多少革命先贤抛头颅洒热血，为理想献出了自己宝贵的生命。</p><p>可不知为何“中国的”“自由主义者”这几个词凑到一起，那味儿可就闻着不大对劲了。</p><p>说“中国的自由主义者”是“国际主义”，那就更令人哑然失笑了。</p><p>“中国的自由主义者”是“国际主义”？</p><p>正所谓冰冻三尺非一日之寒，“中国的自由主义者”声名狼藉，和一些很难听的名词挂钩，那可不是最近几年“小粉红”泛滥才有的事儿——</p><blockquote><b>那些近视的、思想糊涂的自由主义或民主个人主义的中国人听着，艾奇逊在给你们上课了，艾奇逊是你们的好教员。</b><br/><b>你们所设想的美国的仁义道德，已被艾奇逊一扫而空。不是吗？你们能在白皮书和艾奇逊信件里找到一丝一毫的仁义道德吗？</b><br/>美国确实有科学，有技术，可惜抓在资本家手里，不抓在人民手里，其用处就是对内剥削和压迫，对外侵略和杀人。<br/>美国也有“民主政治”，可惜只是资产阶级一个阶级的独裁统治的别名。<br/><b>美国有很多钱，可惜只愿意送给极端腐败的蒋介石反动派。现在和将来据说很愿意送些给它在中国的第五纵队，但是不愿意送给一般的书生气十足的不识抬举的自由主义者，或民主个人主义者，当然更加不愿意送给中国共产党。</b><br/>送是可以的，要有条件。<br/>什么条件呢？就是跟我走。<br/>美国人在北平，在天津，在上海，都洒了些救济粉，看一看什么人愿意弯腰拾起来。<br/>太公钓鱼，愿者上钩。嗟来之食，吃下去肚子要痛的。</blockquote><p>而至于评论区里有人恍然大悟道“我说怎么那些所谓‘国际主义自由左派’老和满嘴支X的逆民混在一起”其实就有点后知后觉了。</p><p>毕竟早在2014年吕新雨就曾在她的《大众传媒、冷战史与“列宁德奸案”的前世今生》中一针见血的指出：<b>中国右翼们正致力于用左派的羊皮伪装自己“以争夺左翼的大旗”。</b></p><blockquote>所有的这一切，其实正验证了列宁之前对帕尔乌斯的德国沙文主义思想的批判。<br/><b>而帕尔乌斯就此对苏俄的批判，也完全不同于罗莎·卢森堡德国社会民主党左翼的国际主义立场。</b><br/>今天，试图向欧洲第二国际社会民主主义右派认祖归宗的辛子陵等诸先生们，其实应该先拜谢这位“德皇间谍赫尔方特”先生，今天辛子陵等人的观点不过都是在向他致以遥远的敬意。<br/>——<b>多么讽刺的历史画卷，它揭示了欧洲第二国际的社会沙文主义与今天中国右翼自由主义之间（今天他们正在把自己改称为“左翼自由主义”，以争夺左翼的大旗）</b>，<b>其实有着深刻的历史联系！</b><br/><b>这才是我们应该关注的重点。</b></blockquote><p><b>别的不说，现在就连某位妖僧都自称是“社会主义者”，熟读马克思、毛泽东经典了……</b></p>
